gene_id,portfolio_size,portfolio_site_ids,global_at_least_one_intact_fraction,global_all_targets_intact_fraction,portfolio_span_bp,q10,breadth,n_pop,portfolio_score_sensitivity,rank_sensitivity,min_population_n
AGAP001015,2,AGAP001015__SITE01;AGAP001015__SITE02,0.999414519906323,0.983606557377049,31,0.993333333333333,1,11,0.997648711943794,9,10
AGAP001015,2,AGAP001015__SITE01;AGAP001015__SITE04,0.988290398126464,0.963114754098361,966,0.931623931623932,0.909090909090909,11,0.963370509272149,10,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE02;AGAP001015__SITE03,1,0.976580796252927,646,1,1,11,1,1,10
AGAP001015,3,AGAP001015__SITE03;AGAP001015__SITE04;AGAP001015__SITE05,1,0.957845433255269,899,1,1,11,1,2,10
AGAP001015,3,AGAP001015__SITE02;AGAP001015__SITE03;AGAP001015__SITE04,1,0.955503512880562,958,1,1,11,1,3,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE02;AGAP001015__SITE04,1,0.960772833723653,966,1,1,11,1,4,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE03;AGAP001015__SITE04,1,0.956088992974239,966,1,1,11,1,5,10
AGAP001015,3,AGAP001015__SITE02;AGAP001015__SITE03;AGAP001015__SITE05,1,0.989461358313817,1514,1,1,11,1,6,10
AGAP001015,3,AGAP001015__SITE02;AGAP001015__SITE04;AGAP001015__SITE05,1,0.961943793911007,1514,1,1,11,1,7,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE02;AGAP001015__SITE05,1,0.983021077283372,1522,1,1,11,1,8,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE03;AGAP001015__SITE05,1,0.978337236533958,1522,1,1,11,1,9,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE04;AGAP001015__SITE05,1,0.962529274004684,1522,1,1,11,1,10,10
AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,0.998400852878465,155,1,1,11,1,1,10
AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,0.998400852878465,161,1,1,11,1,2,10
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,0.997334754797441,164,1,1,11,1,3,10
AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.883262260127932,219,1,1,11,1,4,10
AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.881663113006397,351,1,1,11,1,5,10
AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.881663113006397,357,1,1,11,1,6,10
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.880597014925373,360,1,1,11,1,7,10
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE02,0.998933901918977,0.99680170575693,26,0.998204264870932,1,11,0.998821620612666,8,10
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,0.998933901918977,0.99680170575693,32,0.998204264870932,1,11,0.998821620612666,9,10
AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,0.998400852878465,0.998400852878465,29,0.996047779381113,1,11,0.997854845541413,10,10
AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,0.998400852878465,161,1,1,11,1,1,10
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,0.99680170575693,164,1,1,11,1,2,10
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,0.99680170575693,164,1,1,11,1,3,10
AGAP001099,3,AGAP001099__SITE03;AGAP001099__SITE04;AGAP001099__SITE05,1,0.881663113006397,351,1,1,11,1,4,10
AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.881663113006397,357,1,1,11,1,5,10
AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE04;AGAP001099__SITE05,1,0.881663113006397,357,1,1,11,1,6,10
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.880063965884861,360,1,1,11,1,7,10
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.880063965884861,360,1,1,11,1,8,10
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.880597014925373,360,1,1,11,1,9,10
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,0.998933901918977,0.99680170575693,32,0.998204264870932,1,11,0.998821620612666,10,10
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE02,1,0.965351812366738,56,1,1,11,1,1,10
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE03,1,0.689232409381663,59,1,1,11,1,2,10
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE04,1,0.689232409381663,65,1,1,11,1,3,10
AGAP001108,2,AGAP001108__SITE02;AGAP001108__SITE05,1,0.960554371002132,158,1,1,11,1,4,10
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE05,1,0.994136460554371,191,1,1,11,1,5,10
AGAP001108,2,AGAP001108__SITE04;AGAP001108__SITE05,0.994669509594883,0.689765458422175,149,0.987833894500561,1,11,0.993151874107098,6,10
AGAP001108,2,AGAP001108__SITE03;AGAP001108__SITE05,0.994669509594883,0.689765458422175,155,0.987833894500561,1,11,0.993151874107098,7,10
AGAP001108,2,AGAP001108__SITE02;AGAP001108__SITE03,0.967484008528785,0.68816631130064,26,0.935816498316498,0.818181818181818,11,0.943053536430402,8,10
AGAP001108,2,AGAP001108__SITE02;AGAP001108__SITE04,0.967484008528785,0.68816631130064,32,0.935816498316498,0.818181818181818,11,0.943053536430402,9,10
AGAP001108,2,AGAP001108__SITE03;AGAP001108__SITE04,0.689765458422175,0.689765458422175,29,0.609777777777778,0,11,0.596792608386638,10,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE02;AGAP001108__SITE03,1,0.687633262260128,59,1,1,11,1,1,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE02;AGAP001108__SITE04,1,0.687633262260128,65,1,1,11,1,2,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE03;AGAP001108__SITE04,1,0.689232409381663,65,1,1,11,1,3,10
AGAP001108,3,AGAP001108__SITE02;AGAP001108__SITE03;AGAP001108__SITE05,1,0.68816631130064,158,1,1,11,1,4,10
AGAP001108,3,AGAP001108__SITE02;AGAP001108__SITE04;AGAP001108__SITE05,1,0.68816631130064,158,1,1,11,1,5,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE02;AGAP001108__SITE05,1,0.96002132196162,191,1,1,11,1,6,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE03;AGAP001108__SITE05,1,0.689232409381663,191,1,1,11,1,7,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE04;AGAP001108__SITE05,1,0.689232409381663,191,1,1,11,1,8,10
AGAP001108,3,AGAP001108__SITE03;AGAP001108__SITE04;AGAP001108__SITE05,0.994669509594883,0.689765458422175,155,0.987833894500561,1,11,0.993151874107098,9,10
AGAP001108,3,AGAP001108__SITE02;AGAP001108__SITE03;AGAP001108__SITE04,0.967484008528785,0.68816631130064,32,0.935816498316498,0.818181818181818,11,0.943053536430402,10,10
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE03,1,0.979211087420043,164,1,1,11,1,1,10
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE04,1,0.697228144989339,216,1,1,11,1,2,10
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE05,1,0.886460554371002,240,1,1,11,1,3,10
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE02,0.999466950959488,0.8363539445629,56,0.999102132435466,1,11,0.999410810306333,4,10
AGAP001135,2,AGAP001135__SITE03;AGAP001135__SITE05,0.999466950959488,0.872601279317697,99,0.996444444444444,1,11,0.998613503909026,5,10
AGAP001135,2,AGAP001135__SITE03;AGAP001135__SITE04,0.998933901918977,0.683901918976546,75,0.994044964697139,1,11,0.997573830560528,6,10
AGAP001135,2,AGAP001135__SITE02;AGAP001135__SITE03,0.998933901918977,0.822494669509595,131,0.994044964697139,1,11,0.997573830560528,7,10
AGAP001135,2,AGAP001135__SITE02;AGAP001135__SITE05,0.996268656716418,0.732409381663113,207,0.992076562728736,1,11,0.995384162848472,8,10
AGAP001135,2,AGAP001135__SITE04;AGAP001135__SITE05,0.949893390191898,0.640191897654584,47,0.884037558685446,0.545454545454545,11,0.889692756266227,9,10
AGAP001135,2,AGAP001135__SITE02;AGAP001135__SITE04,0.873667377398721,0.665778251599147,183,0.707395020438498,0.181818181818182,11,0.7546007507526,10,10
AGAP001135,3,AGAP001135__SITE03;AGAP001135__SITE04;AGAP001135__SITE05,1,0.624200426439233,99,1,1,11,1,1,10
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE02;AGAP001135__SITE03,1,0.819829424307036,164,1,1,11,1,2,10
AGAP001135,3,AGAP001135__SITE02;AGAP001135__SITE03;AGAP001135__SITE05,1,0.716417910447761,207,1,1,11,1,3,10
AGAP001135,3,AGAP001135__SITE02;AGAP001135__SITE04;AGAP001135__SITE05,1,0.609275053304904,207,1,1,11,1,4,10
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE02;AGAP001135__SITE04,1,0.663113006396588,216,1,1,11,1,5,10
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE03;AGAP001135__SITE04,1,0.680703624733476,216,1,1,11,1,6,10
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE02;AGAP001135__SITE05,1,0.729744136460554,240,1,1,11,1,7,10
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE03;AGAP001135__SITE05,1,0.869402985074627,240,1,1,11,1,8,10
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE04;AGAP001135__SITE05,1,0.636993603411514,240,1,1,11,1,9,10
AGAP001135,3,AGAP001135__SITE02;AGAP001135__SITE03;AGAP001135__SITE04,0.998933901918977,0.649253731343284,183,0.994044964697139,1,11,0.997573830560528,10,10
AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE04,1,0.952025586353944,231,1,1,11,1,1,10
AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE05,0.999466950959488,0.945628997867804,237,0.997619047619047,1,11,0.998965884861407,2,10
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE02,0.998933901918977,0.493070362473348,48,0.998204264870932,1,11,0.998821620612666,3,10
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE04,0.999466950959488,0.962686567164179,294,0.995151515151515,1,11,0.998225625121147,4,10
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE05,0.999466950959488,0.955756929637527,300,0.995151515151515,1,11,0.998225625121147,5,10
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE03,0.999466950959488,0.956289978678038,86,0.993333333333333,1,11,0.997680170575693,6,10
AGAP001526,2,AGAP001526__SITE02;AGAP001526__SITE04,0.99680170575693,0.491471215351812,269,0.99474454691846,1,11,0.996504387529696,7,10
AGAP001526,2,AGAP001526__SITE02;AGAP001526__SITE05,0.993603411513859,0.48773987206823,275,0.985054347826087,1,11,0.991678351256141,8,10
AGAP001526,2,AGAP001526__SITE02;AGAP001526__SITE03,0.989339019189765,0.492537313432836,61,0.967361111111111,1,11,0.983811744847192,9,10
AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.982409381663113,0.96908315565032,29,0.907392232180965,0.818181818181818,11,0.943481480470339,10,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.477078891257996,86,1,1,11,1,1,10
AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.942430703624733,237,1,1,11,1,2,10
AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.474946695095949,269,1,1,11,1,3,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.476012793176972,294,1,1,11,1,4,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.936034115138593,294,1,1,11,1,5,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.47228144989339,300,1,1,11,1,6,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.929637526652452,300,1,1,11,1,7,10
AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,0.999466950959488,0.471215351812367,275,0.997619047619047,1,11,0.998965884861407,8,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,0.999466950959488,0.952558635394456,300,0.995151515151515,1,11,0.998225625121147,9,10
AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,0.997334754797441,0.485074626865672,275,0.995018115942029,1,11,0.996906287661073,10,10
AGAP002004,2,AGAP002004__SITE02;AGAP002004__SITE03,1,0.979744136460554,92,1,1,11,1,1,10
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE02,1,0.960554371002132,234,1,1,11,1,2,10
AGAP002004,2,AGAP002004__SITE02;AGAP002004__SITE04,1,0.963219616204691,285,1,1,11,1,3,10
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE03,1,0.948827292110874,303,1,1,11,1,4,10
AGAP002004,2,AGAP002004__SITE03;AGAP002004__SITE05,1,0.946162046908315,414,1,1,11,1,5,10
AGAP002004,2,AGAP002004__SITE02;AGAP002004__SITE05,1,0.957889125799574,483,1,1,11,1,6,10
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE04,1,0.932302771855011,496,1,1,11,1,7,10
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE05,1,0.926972281449893,694,1,1,11,1,8,10
AGAP002004,2,AGAP002004__SITE03;AGAP002004__SITE04,0.999466950959488,0.952025586353944,216,0.995151515151515,1,11,0.998225625121147,9,10
AGAP002004,2,AGAP002004__SITE04;AGAP002004__SITE05,0.996268656716418,0.933368869936034,221,0.992076562728736,1,11,0.995384162848472,10,10
AGAP002004,3,AGAP002004__SITE02;AGAP002004__SITE03;AGAP002004__SITE04,1,0.947761194029851,285,1,1,11,1,1,10
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE02;AGAP002004__SITE03,1,0.94456289978678,303,1,1,11,1,2,10
AGAP002004,3,AGAP002004__SITE03;AGAP002004__SITE04;AGAP002004__SITE05,1,0.917910447761194,414,1,1,11,1,3,10
AGAP002004,3,AGAP002004__SITE02;AGAP002004__SITE03;AGAP002004__SITE05,1,0.941897654584222,483,1,1,11,1,4,10
AGAP002004,3,AGAP002004__SITE02;AGAP002004__SITE04;AGAP002004__SITE05,1,0.92910447761194,483,1,1,11,1,5,10
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE02;AGAP002004__SITE04,1,0.928038379530917,496,1,1,11,1,6,10
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE03;AGAP002004__SITE04,1,0.916844349680171,496,1,1,11,1,7,10
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE02;AGAP002004__SITE05,1,0.9227078891258,694,1,1,11,1,8,10
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE03;AGAP002004__SITE05,1,0.910980810234541,694,1,1,11,1,9,10
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE04;AGAP002004__SITE05,1,0.89818763326226,694,1,1,11,1,10,10
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE02,0.993603411513859,0.312366737739872,231,0.980848484848485,1,11,0.990416592362861,1,10
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE03,0.993603411513859,0.284648187633262,243,0.980848484848485,1,11,0.990416592362861,2,10
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE04,0.993603411513859,0.285181236673774,246,0.980848484848485,1,11,0.990416592362861,3,10
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE05,0.993603411513859,0.267057569296375,249,0.980848484848485,1,11,0.990416592362861,4,10
AGAP002171,2,AGAP002171__SITE02;AGAP002171__SITE04,0.346481876332623,0.255330490405117,38,0.176369327073552,0,11,0.26079992392164,5,10
AGAP002171,2,AGAP002171__SITE02;AGAP002171__SITE03,0.345948827292111,0.255330490405117,35,0.176369327073552,0,11,0.260480094497332,6,10
AGAP002171,2,AGAP002171__SITE02;AGAP002171__SITE05,0.345948827292111,0.23773987206823,41,0.176369327073552,0,11,0.260480094497332,7,10
AGAP002171,2,AGAP002171__SITE03;AGAP002171__SITE04,0.287313432835821,0.286780383795309,26,0.159937402190923,0,11,0.22036928035877,8,10
AGAP002171,2,AGAP002171__SITE04;AGAP002171__SITE05,0.287313432835821,0.269189765458422,26,0.159937402190923,0,11,0.22036928035877,9,10
AGAP002171,2,AGAP002171__SITE03;AGAP002171__SITE05,0.287313432835821,0.26865671641791,29,0.159937402190923,0,11,0.22036928035877,10,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE02;AGAP002171__SITE03,0.993603411513859,0.25319829424307,243,0.980848484848485,1,11,0.990416592362861,1,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE02;AGAP002171__SITE04,0.993603411513859,0.25319829424307,246,0.980848484848485,1,11,0.990416592362861,2,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE03;AGAP002171__SITE04,0.993603411513859,0.284648187633262,246,0.980848484848485,1,11,0.990416592362861,3,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE02;AGAP002171__SITE05,0.993603411513859,0.235607675906183,249,0.980848484848485,1,11,0.990416592362861,4,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE03;AGAP002171__SITE05,0.993603411513859,0.266524520255864,249,0.980848484848485,1,11,0.990416592362861,5,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE04;AGAP002171__SITE05,0.993603411513859,0.267057569296375,249,0.980848484848485,1,11,0.990416592362861,6,10
AGAP002171,3,AGAP002171__SITE02;AGAP002171__SITE03;AGAP002171__SITE04,0.346481876332623,0.255330490405117,38,0.176369327073552,0,11,0.26079992392164,7,10
AGAP002171,3,AGAP002171__SITE02;AGAP002171__SITE03;AGAP002171__SITE05,0.346481876332623,0.23773987206823,41,0.176369327073552,0,11,0.26079992392164,8,10
