gene_id,portfolio_size,portfolio_site_ids,n_sites_callable,portfolio_span_bp,global_at_least_one_intact_fraction,population_q10_at_least_one_intact,population_breadth_ge_0_95,global_all_targets_intact_fraction,populations_assessed,multiplex_robustness_score,portfolio_rank_within_gene_size
AGAP001015,2,AGAP001015__SITE01;AGAP001015__SITE05,2,1522,1,1,1,0.98536299765808,9,1,8
AGAP001015,2,AGAP001015__SITE01;AGAP001015__SITE02,2,31,0.999414519906323,0.990833333333333,1,0.983606557377049,9,0.996898711943794,9
AGAP001015,2,AGAP001015__SITE01;AGAP001015__SITE04,2,966,0.988290398126464,0.905982905982906,0.888888888888889,0.963114754098361,9,0.953657999559639,10
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE02;AGAP001015__SITE03,3,646,1,1,1,0.976580796252927,9,1,1
AGAP001015,3,AGAP001015__SITE03;AGAP001015__SITE04;AGAP001015__SITE05,3,899,1,1,1,0.957845433255269,9,1,2
AGAP001015,3,AGAP001015__SITE02;AGAP001015__SITE03;AGAP001015__SITE04,3,958,1,1,1,0.955503512880562,9,1,3
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE02;AGAP001015__SITE04,3,966,1,1,1,0.960772833723653,9,1,4
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE03;AGAP001015__SITE04,3,966,1,1,1,0.956088992974239,9,1,5
AGAP001015,3,AGAP001015__SITE02;AGAP001015__SITE03;AGAP001015__SITE05,3,1514,1,1,1,0.989461358313817,9,1,6
AGAP001015,3,AGAP001015__SITE02;AGAP001015__SITE04;AGAP001015__SITE05,3,1514,1,1,1,0.961943793911007,9,1,7
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE02;AGAP001015__SITE05,3,1522,1,1,1,0.983021077283372,9,1,8
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE03;AGAP001015__SITE05,3,1522,1,1,1,0.978337236533958,9,1,9
AGAP001015,3,AGAP001015__SITE01;AGAP001015__SITE04;AGAP001015__SITE05,3,1522,1,1,1,0.962529274004684,9,1,10
AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,2,155,1,1,1,0.998400852878465,10,1,1
AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,2,161,1,1,1,0.998400852878465,10,1,2
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,2,164,1,1,1,0.997334754797441,10,1,3
AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,2,219,1,1,1,0.883262260127932,10,1,4
AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,2,351,1,1,1,0.881663113006397,10,1,5
AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,2,357,1,1,1,0.881663113006397,10,1,6
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,2,360,1,1,1,0.880597014925373,10,1,7
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE02,2,26,0.998933901918977,0.997867564534231,1,0.99680170575693,10,0.998720610511655,8
AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,2,32,0.998933901918977,0.997867564534231,1,0.99680170575693,10,0.998720610511655,9
AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,2,29,0.998400852878465,0.995938051146384,1,0.998400852878465,10,0.997821927070994,10
AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,3,161,1,1,1,0.998400852878465,10,1,1
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,3,164,1,1,1,0.99680170575693,10,1,2
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,3,164,1,1,1,0.99680170575693,10,1,3
AGAP001099,3,AGAP001099__SITE03;AGAP001099__SITE04;AGAP001099__SITE05,3,351,1,1,1,0.881663113006397,10,1,4
AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,3,357,1,1,1,0.881663113006397,10,1,5
AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE04;AGAP001099__SITE05,3,357,1,1,1,0.881663113006397,10,1,6
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,3,360,1,1,1,0.880063965884861,10,1,7
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,3,360,1,1,1,0.880063965884861,10,1,8
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,3,360,1,1,1,0.880597014925373,10,1,9
AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,3,32,0.998933901918977,0.997867564534231,1,0.99680170575693,10,0.998720610511655,10
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE02,2,56,1,1,1,0.965351812366738,10,1,1
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE03,2,59,1,1,1,0.689232409381663,10,1,2
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE04,2,65,1,1,1,0.689232409381663,10,1,3
AGAP001108,2,AGAP001108__SITE02;AGAP001108__SITE05,2,158,1,1,1,0.960554371002132,10,1,4
AGAP001108,2,AGAP001108__SITE01;AGAP001108__SITE05,2,191,1,1,1,0.994136460554371,10,1,5
AGAP001108,2,AGAP001108__SITE04;AGAP001108__SITE05,2,149,0.994669509594883,0.987762345679012,1,0.689765458422175,10,0.993130409460633,6
AGAP001108,2,AGAP001108__SITE03;AGAP001108__SITE05,2,155,0.994669509594883,0.987762345679012,1,0.689765458422175,10,0.993130409460633,7
AGAP001108,2,AGAP001108__SITE02;AGAP001108__SITE03,2,26,0.967484008528785,0.935500841750842,0.8,0.68816631130064,10,0.941140657642523,8
AGAP001108,2,AGAP001108__SITE02;AGAP001108__SITE04,2,32,0.967484008528785,0.935500841750842,0.8,0.68816631130064,10,0.941140657642523,9
AGAP001108,2,AGAP001108__SITE03;AGAP001108__SITE04,2,29,0.689765458422175,0.604111111111111,0,0.689765458422175,10,0.595092608386638,10
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE02;AGAP001108__SITE03,3,59,1,1,1,0.687633262260128,10,1,1
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE02;AGAP001108__SITE04,3,65,1,1,1,0.687633262260128,10,1,2
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE03;AGAP001108__SITE04,3,65,1,1,1,0.689232409381663,10,1,3
AGAP001108,3,AGAP001108__SITE02;AGAP001108__SITE03;AGAP001108__SITE05,3,158,1,1,1,0.68816631130064,10,1,4
AGAP001108,3,AGAP001108__SITE02;AGAP001108__SITE04;AGAP001108__SITE05,3,158,1,1,1,0.68816631130064,10,1,5
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE02;AGAP001108__SITE05,3,191,1,1,1,0.96002132196162,10,1,6
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE03;AGAP001108__SITE05,3,191,1,1,1,0.689232409381663,10,1,7
AGAP001108,3,AGAP001108__SITE01;AGAP001108__SITE04;AGAP001108__SITE05,3,191,1,1,1,0.689232409381663,10,1,8
AGAP001108,3,AGAP001108__SITE03;AGAP001108__SITE04;AGAP001108__SITE05,3,155,0.994669509594883,0.987762345679012,1,0.689765458422175,10,0.993130409460633,9
AGAP001108,3,AGAP001108__SITE02;AGAP001108__SITE03;AGAP001108__SITE04,3,32,0.967484008528785,0.935500841750842,0.8,0.68816631130064,10,0.941140657642523,10
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE03,2,164,1,1,1,0.979211087420043,10,1,1
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE04,2,216,1,1,1,0.697228144989339,10,1,2
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE05,2,240,1,1,1,0.886460554371002,10,1,3
AGAP001135,2,AGAP001135__SITE01;AGAP001135__SITE02,2,56,0.999466950959488,0.998933782267116,1,0.8363539445629,10,0.999360305255827,4
AGAP001135,2,AGAP001135__SITE03;AGAP001135__SITE05,2,99,0.999466950959488,0.995777777777778,1,0.872601279317697,10,0.998413503909026,5
AGAP001135,2,AGAP001135__SITE03;AGAP001135__SITE04,2,75,0.998933901918977,0.993947417316983,1,0.683901918976546,10,0.997544566346481,6
AGAP001135,2,AGAP001135__SITE02;AGAP001135__SITE03,2,131,0.998933901918977,0.993947417316983,1,0.822494669509595,10,0.997544566346481,7
AGAP001135,2,AGAP001135__SITE02;AGAP001135__SITE05,2,207,0.996268656716418,0.991609939979505,1,0.732409381663113,10,0.995244176023702,8
AGAP001135,2,AGAP001135__SITE04;AGAP001135__SITE05,2,47,0.949893390191898,0.903098591549296,0.6,0.640191897654584,10,0.900865611579927,9
AGAP001135,2,AGAP001135__SITE02;AGAP001135__SITE04,2,183,0.873667377398721,0.704162021553326,0.1,0.665778251599147,10,0.74544903290523,10
AGAP001135,3,AGAP001135__SITE03;AGAP001135__SITE04;AGAP001135__SITE05,3,99,1,1,1,0.624200426439233,10,1,1
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE02;AGAP001135__SITE03,3,164,1,1,1,0.819829424307036,10,1,2
AGAP001135,3,AGAP001135__SITE02;AGAP001135__SITE03;AGAP001135__SITE05,3,207,1,1,1,0.716417910447761,10,1,3
AGAP001135,3,AGAP001135__SITE02;AGAP001135__SITE04;AGAP001135__SITE05,3,207,1,1,1,0.609275053304904,10,1,4
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE02;AGAP001135__SITE04,3,216,1,1,1,0.663113006396588,10,1,5
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE03;AGAP001135__SITE04,3,216,1,1,1,0.680703624733476,10,1,6
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE02;AGAP001135__SITE05,3,240,1,1,1,0.729744136460554,10,1,7
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE03;AGAP001135__SITE05,3,240,1,1,1,0.869402985074627,10,1,8
AGAP001135,3,AGAP001135__SITE01;AGAP001135__SITE04;AGAP001135__SITE05,3,240,1,1,1,0.636993603411514,10,1,9
AGAP001135,3,AGAP001135__SITE02;AGAP001135__SITE03;AGAP001135__SITE04,3,183,0.998933901918977,0.993947417316983,1,0.649253731343284,10,0.997544566346481,10
AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE04,2,231,1,1,1,0.952025586353944,10,1,1
AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE05,2,237,0.999466950959488,0.997172619047619,1,0.945628997867804,10,0.998831956289979,2
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE02,2,48,0.998933901918977,0.997867564534231,1,0.493070362473348,10,0.998720610511655,3
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE04,2,294,0.999466950959488,0.994242424242424,1,0.962686567164179,10,0.99795289784842,4
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE05,2,300,0.999466950959488,0.994242424242424,1,0.955756929637527,10,0.99795289784842,5
AGAP001526,2,AGAP001526__SITE01;AGAP001526__SITE03,2,86,0.999466950959488,0.992083333333333,1,0.956289978678038,10,0.997305170575693,6
AGAP001526,2,AGAP001526__SITE02;AGAP001526__SITE04,2,269,0.99680170575693,0.994706119162641,1,0.491471215351812,10,0.99649285920295,7
AGAP001526,2,AGAP001526__SITE02;AGAP001526__SITE05,2,275,0.993603411513859,0.984763198757764,1,0.48773987206823,10,0.991591006535645,8
AGAP001526,2,AGAP001526__SITE02;AGAP001526__SITE03,2,61,0.989339019189765,0.979690255731922,1,0.492537313432836,10,0.987510488233436,9
AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,2,29,0.982409381663113,0.901912078531797,0.8,0.96908315565032,10,0.940019252557407,10
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,3,86,1,1,1,0.477078891257996,10,1,1
AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,3,237,1,1,1,0.942430703624733,10,1,2
AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,3,269,1,1,1,0.474946695095949,10,1,3
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,3,294,1,1,1,0.476012793176972,10,1,4
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,3,294,1,1,1,0.936034115138593,10,1,5
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,3,300,1,1,1,0.47228144989339,10,1,6
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,3,300,1,1,1,0.929637526652452,10,1,7
AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,3,275,0.999466950959488,0.997172619047619,1,0.471215351812367,10,0.998831956289979,8
AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,3,300,0.999466950959488,0.994242424242424,1,0.952558635394456,10,0.99795289784842,9
AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,3,275,0.997334754797441,0.994921066252588,1,0.485074626865672,10,0.996877172754241,10
AGAP002004,2,AGAP002004__SITE02;AGAP002004__SITE03,2,92,1,1,1,0.979744136460554,10,1,1
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE02,2,234,1,1,1,0.960554371002132,10,1,2
AGAP002004,2,AGAP002004__SITE02;AGAP002004__SITE04,2,285,1,1,1,0.963219616204691,10,1,3
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE03,2,303,1,1,1,0.948827292110874,10,1,4
AGAP002004,2,AGAP002004__SITE03;AGAP002004__SITE05,2,414,1,1,1,0.946162046908315,10,1,5
AGAP002004,2,AGAP002004__SITE02;AGAP002004__SITE05,2,483,1,1,1,0.957889125799574,10,1,6
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE04,2,496,1,1,1,0.932302771855011,10,1,7
AGAP002004,2,AGAP002004__SITE01;AGAP002004__SITE05,2,694,1,1,1,0.926972281449893,10,1,8
AGAP002004,2,AGAP002004__SITE03;AGAP002004__SITE04,2,216,0.999466950959488,0.994242424242424,1,0.952025586353944,10,0.99795289784842,9
AGAP002004,2,AGAP002004__SITE04;AGAP002004__SITE05,2,221,0.996268656716418,0.991609939979505,1,0.933368869936034,10,0.995244176023702,10
AGAP002004,3,AGAP002004__SITE02;AGAP002004__SITE03;AGAP002004__SITE04,3,285,1,1,1,0.947761194029851,10,1,1
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE02;AGAP002004__SITE03,3,303,1,1,1,0.94456289978678,10,1,2
AGAP002004,3,AGAP002004__SITE03;AGAP002004__SITE04;AGAP002004__SITE05,3,414,1,1,1,0.917910447761194,10,1,3
AGAP002004,3,AGAP002004__SITE02;AGAP002004__SITE03;AGAP002004__SITE05,3,483,1,1,1,0.941897654584222,10,1,4
AGAP002004,3,AGAP002004__SITE02;AGAP002004__SITE04;AGAP002004__SITE05,3,483,1,1,1,0.92910447761194,10,1,5
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE02;AGAP002004__SITE04,3,496,1,1,1,0.928038379530917,10,1,6
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE03;AGAP002004__SITE04,3,496,1,1,1,0.916844349680171,10,1,7
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE02;AGAP002004__SITE05,3,694,1,1,1,0.9227078891258,10,1,8
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE03;AGAP002004__SITE05,3,694,1,1,1,0.910980810234541,10,1,9
AGAP002004,3,AGAP002004__SITE01;AGAP002004__SITE04;AGAP002004__SITE05,3,694,1,1,1,0.89818763326226,10,1,10
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE02,2,231,0.993603411513859,0.980666666666666,1,0.312366737739872,10,0.990362046908315,1
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE03,2,243,0.993603411513859,0.980666666666666,1,0.284648187633262,10,0.990362046908315,2
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE04,2,246,0.993603411513859,0.980666666666666,1,0.285181236673774,10,0.990362046908315,3
AGAP002171,2,AGAP002171__SITE01;AGAP002171__SITE05,2,249,0.993603411513859,0.980666666666666,1,0.267057569296375,10,0.990362046908315,4
AGAP002171,2,AGAP002171__SITE02;AGAP002171__SITE04,2,38,0.346481876332623,0.169825899843505,0,0.255330490405117,10,0.258836895752625,5
AGAP002171,2,AGAP002171__SITE02;AGAP002171__SITE03,2,35,0.345948827292111,0.169825899843505,0,0.255330490405117,10,0.258517066328318,6
AGAP002171,2,AGAP002171__SITE02;AGAP002171__SITE05,2,41,0.345948827292111,0.169825899843505,0,0.23773987206823,10,0.258517066328318,7
AGAP002171,2,AGAP002171__SITE03;AGAP002171__SITE04,2,26,0.287313432835821,0.15691510172144,0,0.286780383795309,10,0.219462590217924,8
AGAP002171,2,AGAP002171__SITE04;AGAP002171__SITE05,2,26,0.287313432835821,0.15691510172144,0,0.269189765458422,10,0.219462590217924,9
AGAP002171,2,AGAP002171__SITE03;AGAP002171__SITE05,2,29,0.287313432835821,0.15691510172144,0,0.26865671641791,10,0.219462590217924,10
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE02;AGAP002171__SITE03,3,243,0.993603411513859,0.980666666666666,1,0.25319829424307,10,0.990362046908315,1
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE02;AGAP002171__SITE04,3,246,0.993603411513859,0.980666666666666,1,0.25319829424307,10,0.990362046908315,2
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE03;AGAP002171__SITE04,3,246,0.993603411513859,0.980666666666666,1,0.284648187633262,10,0.990362046908315,3
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE02;AGAP002171__SITE05,3,249,0.993603411513859,0.980666666666666,1,0.235607675906183,10,0.990362046908315,4
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE03;AGAP002171__SITE05,3,249,0.993603411513859,0.980666666666666,1,0.266524520255864,10,0.990362046908315,5
AGAP002171,3,AGAP002171__SITE01;AGAP002171__SITE04;AGAP002171__SITE05,3,249,0.993603411513859,0.980666666666666,1,0.267057569296375,10,0.990362046908315,6
AGAP002171,3,AGAP002171__SITE02;AGAP002171__SITE03;AGAP002171__SITE04,3,38,0.346481876332623,0.169825899843505,0,0.255330490405117,10,0.258836895752625,7
